"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT13","WT14","WT16","WT17","WT18","WT21","WT22"
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-20","10.96",,,"0.00",,"0.0","0.0","78","88","69",,"  240","  230","18.1","25.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-21","5.82",,,"0.00",,"0.0","0.0","76","85","63",,"   30","   70","13.0","19.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-22","6.04",,,"0.00",,"0.0","0.0","71","80","62",,"  210","  210","15.0","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-23","8.05",,,"0.00",,"0.0","0.0","73","84","64",,"  230","  240","19.9","21.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-24","5.82",,,"0.00",,"0.0","0.0","80","93","68",,"  280","  330","14.1","21.0","    1",,"    1",,,,"    1",,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-25","6.71",,,"0.00",,"0.0","0.0","81","92","71",,"  200","  180","16.1","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-26","5.82",,,"0.05",,"0.0","0.0","83","94","72",,"  240","  240","17.0","23.0","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-27","3.13",,,"0.00",,"0.0","0.0","80","89","68",,"  350","   10","13.0","18.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-28","6.04",,,"0.00",,"0.0","0.0","81","96","67",,"  230","  230","18.1","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-29","5.37",,,"0.00",,"0.0","0.0","82","95","68",,"  250","  270","14.1","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-30","6.93",,,"0.00",,"0.0","0.0","81","96","65",,"  240","  230","23.0","29.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-05-31","2.46",,,"0.67",,"0.0","0.0","80","91","64",,"  290","  310","25.1","44.1","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-01","2.91",,,"0.00",,"0.0","0.0","70","84","61",,"   40","   40","12.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-02","5.59",,,"0.00",,"0.0","0.0","75","88","62",,"  210","  220","15.0","23.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-03","4.70",,,"0.00",,"0.0","0.0","74","82","60",,"   40","   40","14.1","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-04","6.93",,,"0.00",,"0.0","0.0","69","84","57",,"  210","  210","17.0","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-05","10.51",,,"0.29",,"0.0","0.0","76","88","68",,"  220","  220","21.9","25.9","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-06","7.61",,,"0.00",,"0.0","0.0","77","90","69",,"  240","  230","15.0","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-07","4.70",,,"0.53",,"0.0","0.0","75","78","71",,"  230","   90","12.1","16.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-08","9.40",,,"0.32",,"0.0","0.0","74","79","71",,"  100","   80","18.1","23.9","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-09","6.93",,,"0.09",,"0.0","0.0","74","80","70",,"   80","   90","16.1","21.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-10","6.49",,,"0.14",,"0.0","0.0","77","87","72",,"  230","  210","14.1","18.1","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-11","6.26",,,"0.02",,"0.0","0.0","74","81","61",,"   40","   50","15.0","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-12","6.71",,,"0.35",,"0.0","0.0","66","74","59",,"   90","  100","15.0","19.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-13","7.61",,,"0.35",,"0.0","0.0","68","79","61",,"  230","  230","19.9","25.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-14","4.03",,,"0.00",,"0.0","0.0","68","79","53",,"  340","  350","14.1","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-15","6.93",,,"0.00",,"0.0","0.0","68","83","51",,"  180","  210","15.0","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-16","11.41",,,"0.00",,"0.0","0.0","76","89","66",,"  220","  250","19.9","25.9",,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-17","9.84",,,"0.00",,"0.0","0.0","81","93","72",,"  210","  210","19.9","23.9",,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-18","9.40",,,"0.06",,"0.0","0.0","81","91","71",,"  230","  240","17.0","23.0","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-19","7.61",,,"0.02",,"0.0","0.0","78","88","71",,"  230","  250","18.1","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-20","10.74",,,"0.30",,"0.0","0.0","79","93","69",,"  240","  310","28.0","47.0","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-21","7.61",,,"0.00",,"0.0","0.0","75","85","65",,"  300","  310","19.9","29.1",,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-22","4.03",,,"0.01",,"0.0","0.0","73","84","63",,"   40","   10","12.1","14.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-23","4.03",,,"0.00",,"0.0","0.0","74","81","67",,"   90","   80","12.1","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-24","7.38",,,"0.00",,"0.0","0.0","78","95","64",,"  240","  240","21.0","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-25","5.14",,,"0.00",,"0.0","0.0","82","90","70",,"  260","  240","16.1","28.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-26","2.46",,,"0.00",,"0.0","0.0","78","89","68",,"   40","   20","13.0","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-27","3.36",,,"0.00",,"0.0","0.0","80","93","67",,"   50","   80","12.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-28","3.80",,,"1.09",,"0.0","0.0","81","97","70",,"  150","  120","23.0","34.0","    1",,"    1",,,,"    1",,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-29","4.03",,,"0.03",,"0.0","0.0","78","92","68",,"   90","   80","12.1","15.0",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-06-30","5.14",,,"0.00",,"0.0","0.0","81","94","69",,"  300","  270","14.1","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-01","5.14",,,"0.00",,"0.0","0.0","81","90","72",,"   50","   40","15.0","18.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-02","3.36",,,"0.00",,"0.0","0.0","81","95","68",,"  260","  230","12.1","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-03","4.03",,,"0.00",,"0.0","0.0","84","97","70",,"  260","  360","12.1","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-04","3.58",,,"1.00",,"0.0","0.0","81","96","72",,"  220","  230","21.0","30.0","    1",,"    1",,,,"    1",,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-05","4.70",,,"0.31",,"0.0","0.0","78","91","70",,"  220","  150","15.0","19.0","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-06","8.95",,,"0.00",,"0.0","0.0","81","93","74",,"  250","  250","17.0","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-07","6.04",,,"0.21",,"0.0","0.0","81","93","75",,"  180","  180","21.0","25.9","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-08","4.70",,,"0.17",,"0.0","0.0","81","92","74",,"   40","   40","17.0","23.0","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-09","6.26",,,"0.00",,"0.0","0.0","78","85","73",,"   50","   60","14.1","18.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-10","5.82",,,"0.00",,"0.0","0.0","80","91","72",,"  200","  180","13.0","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-11","9.17",,,"0.00",,"0.0","0.0","83","93","75",,"  230","  230","36.0","46.1",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-12","8.05",,,"0.08",,"0.0","0.0","80","92","73",,"  230","  230","16.1","21.0","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-13","4.92",,,"0.00",,"0.0","0.0","83","95","73",,"  100","  260","12.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-14","3.36",,,"0.00",,"0.0","0.0","84","96","72",,"   30","   40","10.1","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-15","4.25",,,"0.35",,"0.0","0.0","82","95","70",,"  150","  310","17.0","23.9","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-16","3.36",,,"0.00",,"0.0","0.0","82","96","71",,"  150","  120","15.0","19.0","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-17","8.95",,,"0.03",,"0.0","0.0","85","98","76",,"  240","  250","25.9","33.1","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-18","7.61",,,"0.02",,"0.0","0.0","84","96","74",,"  230","  230","19.9","25.1",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-19","6.93",,,"0.00",,"0.0","0.0","84","98","74",,"  160","  170","23.9","32.0",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-20","5.37",,,"0.00",,"0.0","0.0","81","95","73",,"  210","  210","21.9","29.1",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-21","9.62",,,"0.00",,"0.0","0.0","83","99","73",,"  230","  230","23.0","30.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-22","12.08",,,"0.06",,"0.0","0.0","85","97","74",,"  220","  230","28.0","35.1","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-23","5.14",,,"1.16",,"0.0","0.0","75","82","64",,"   30","  260","21.9","28.0","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-24","4.70",,,"0.00",,"0.0","0.0","71","84","62",,"   40","   30","15.0","21.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-25","4.25",,,"0.00",,"0.0","0.0","74","87","63",,"   80","   90","15.0","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-26","3.80",,,"0.00",,"0.0","0.0","75","87","65",,"   40","  140","14.1","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-27","1.12",,,"0.00",,"0.0","0.0","75","88","63",,"   90","  170","8.9","14.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-28","2.68",,,"0.00",,"0.0","0.0","77","90","63",,"  180","  130","8.9","13.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-29","4.92",,,"0.00",,"0.0","0.0","80","93","66",,"  170","  160","12.1","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-30","6.26",,,"0.00",,"0.0","0.0","80","94","68",,"  170","  180","14.1","19.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-07-31","3.36",,,"0.24",,"0.0","0.0","79","95","69",,"   10","   10","14.1","19.0",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-01","4.47",,,"0.87",,"0.0","0.0","75","91","67",,"  130","  140","33.1","50.1","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-02","5.14",,,"0.21",,"0.0","0.0","76","87","68",,"  110","  110","23.0","29.1","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-03","3.36",,,"0.00",,"0.0","0.0","76","86","70",,"  150","  130","8.9","13.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-04","1.79",,,"0.16",,"0.0","0.0","76","89","68",,"  240","  230","19.9","23.0",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-05","2.68",,,"0.22",,"0.0","0.0","75","85","68",,"  300","  310","14.1","21.9","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-06","4.92",,,"0.16",,"0.0","0.0","74","90","65",,"  230","  230","17.0","34.0","    1","    1","    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-07","6.49",,,"0.14",,"0.0","0.0","79","91","72",,"  220","  240","30.0","40.0","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-08","3.36",,,"0.12",,"0.0","0.0","79","91","68",,"  240","  240","19.9","23.9","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-09","3.13",,,"0.00",,"0.0","0.0","80","93","67",,"  270","  240","14.1","18.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-10","3.58",,,"0.00",,"0.0","0.0","80","91","71",,"   70","  160","13.0","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-11","6.49",,,"0.00",,"0.0","0.0","79","88","69",,"  110","  110","14.1","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-12","4.47",,,"0.00",,"0.0","0.0","79","90","68",,"  190","  150","13.0","19.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-13","7.61",,,"0.56",,"0.0","0.0","81","96","73",,"  230","  270","23.9","31.1","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-14","6.71",,,"0.12",,"0.0","0.0","80","93","73",,"   40","   50","23.9","30.0",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-15","3.80",,,"0.00",,"0.0","0.0","79","90","72",,"  160","  160","17.0","23.9","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-16","3.13",,,"0.64",,"0.0","0.0","77","88","70",,"   80","   40","21.9","30.0","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-17","4.47",,,"0.00",,"0.0","0.0","80","91","72",,"   90","  170","16.1","21.0",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-18","2.91",,,"0.00",,"0.0","0.0","79","92","70",,"  230","  190","8.9","14.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-19","6.26",,,"0.00",,"0.0","0.0","82","95","72",,"  190","  200","15.0","19.0",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-20","7.61",,,"0.00",,"0.0","0.0","80","93","71",,"  240","  230","23.0","28.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-21","11.18",,,"0.12",,"0.0","0.0","80","91","71",,"  280","  280","23.0","36.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-22","6.71",,,"0.34",,"0.0","0.0","78","95","71",,"  220","  200","25.9","36.0","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-23","6.93",,,"0.28",,"0.0","0.0","79","92","71",,"  220","  210","21.9","27.1","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-24","6.49",,,"0.32",,"0.0","0.0","69","72","64",,"   40","   20","13.0","18.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-25","6.49",,,"0.04",,"0.0","0.0","68","76","63",,"   40","   30","19.9","23.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-26","6.49",,,"0.00",,"0.0","0.0","69","79","61",,"   50","   40","14.1","17.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-27","3.36",,,"0.01",,"0.0","0.0","72","81","65",,"   40","   80","8.9","12.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-28","2.91",,,"0.00",,"0.0","0.0","76","88","69",,"  270","  260","12.1","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-29","2.91",,,"0.00",,"0.0","0.0","74","86","61",,"   50","   40","13.0","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-30","3.13",,,"0.00",,"0.0","0.0","73","90","57",,"  240","  230","13.0","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-08-31","2.91",,,"0.00",,"0.0","0.0","76","89","62",,"   80","  100","12.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-01","5.59",,,"0.00",,"0.0","0.0","75","86","63",,"   80","  100","14.1","19.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-02","3.80",,,"0.00",,"0.0","0.0","78","90","70",,"  140","  150","13.0","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-03","3.13",,,"0.00",,"0.0","0.0","78","91","68",,"   50","   40","10.1","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-04","3.58",,,"0.00",,"0.0","0.0","79","88","70",,"  170","  150","10.1","14.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-05","11.86",,,"0.93",,"0.0","0.0","76","79","70",,"   20","   10","21.0","36.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-06","7.61",,,"0.10",,"0.0","0.0","76","87","69",,"   20","  350","19.9","29.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-07","3.58",,,"0.00",,"0.0","0.0","76","90","63",,"  250","   20","13.0","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-08","4.03",,,"0.00",,"0.0","0.0","77","89","66",,"  140","  110","10.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-09","2.91",,,"0.00",,"0.0","0.0","79","86","71",,"   50","  110","8.9","14.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-10","3.80",,,"0.00",,"0.0","0.0","78","89","70",,"  100","  110","15.0","21.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-11","3.80",,,"0.00",,"0.0","0.0","79","92","68",,"  170","  180","12.1","15.0","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-12","4.03",,,"0.00",,"0.0","0.0","82","96","71",,"  190","  210","12.1","16.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-13","8.95",,,"0.01",,"0.0","0.0","77","82","71",,"   80","   80","17.0","21.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-14","3.80",,,"0.00",,"0.0","0.0","74","83","69",,"  110","  150","8.1","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-15","3.36",,,"0.00",,"0.0","0.0","76","86","67",,"   30","  130","10.1","19.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-16","3.80",,,"0.00",,"0.0","0.0","78","90","69",,"   90","   80","12.1","16.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-17","5.82",,,"0.07",,"0.0","0.0","76","88","66",,"   40","   30","21.0","29.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-18","7.61",,,"0.00",,"0.0","0.0","70","79","60",,"   70","   80","17.0","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-19","6.93",,,"0.00",,"0.0","0.0","65","75","54",,"   40","   60","17.0","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-20","3.36",,,"0.00",,"0.0","0.0","64","79","50",,"  150","  160","10.1","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-21","5.14",,,"0.00",,"0.0","0.0","70","88","55",,"  170","  220","12.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-22","7.61",,,"0.00",,"0.0","0.0","76","90","63",,"  190","  160","14.1","18.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-23","7.61",,,"0.00",,"0.0","0.0","76","91","62",,"  230","  230","16.1","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-24","3.80",,,"0.00",,"0.0","0.0","78","89","64",,"   40","   40","13.0","18.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-25","6.04",,,"0.00",,"0.0","0.0","74","87","63",,"  160","  130","13.0","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-26","6.04",,,"0.00",,"0.0","0.0","80","94","70",,"  240","  240","17.0","19.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-27","8.05",,,"0.00",,"0.0","0.0","78","88","68",,"   90","   90","17.0","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-28","7.61",,,"0.00",,"0.0","0.0","80","94","71",,"  230","  230","16.1","23.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-29","5.37",,,"0.00",,"0.0","0.0","81","95","69",,"  100","  110","14.1","19.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-09-30","6.04",,,"0.00",,"0.0","0.0","79","88","71",,"   90","  100","15.0","19.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-01","3.58",,,"0.00",,"0.0","0.0","76","89","67",,"  160","  150","10.1","19.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-02","4.92",,,"0.00",,"0.0","0.0","80","96","69",,"  220","  230","12.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-03","3.58",,,"0.00",,"0.0","0.0","83","100","70",,"  230","  240","14.1","16.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-04","8.50",,,"0.00",,"0.0","0.0","81","94","68",,"   80","   60","19.9","25.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-05","8.72",,,"0.00",,"0.0","0.0","65","68","58",,"   70","   80","21.9","30.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-06","4.47",,,"0.00",,"0.0","0.0","68","82","57",,"  140","  150","12.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-07","3.58",,,"0.00",,"0.0","0.0","71","85","58",,"  250","  250","8.9","13.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-08","8.50",,,"0.01",,"0.0","0.0","67","71","59",,"   40","   40","17.0","25.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-09","6.49",,,"0.00",,"0.0","0.0","62","72","56",,"   80","   80","16.1","21.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-10","4.70",,,"0.00",,"0.0","0.0","61","75","53",,"   50","   40","15.0","19.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-11","2.91",,,"0.00",,"0.0","0.0","63","80","50",,"  300","  290","12.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-12","4.03",,,"0.00",,"0.0","0.0","66","86","52",,"  230","  260","14.1","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-13","2.91",,,"0.39",,"0.0","0.0","67","75","59",,"  250","  240","16.1","21.9","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-14","3.36",,,"0.00",,"0.0","0.0","68","78","50",,"  240","  330","8.9","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-15","2.24",,,"0.00",,"0.0","0.0","60","77","46",,"   90","   90","13.0","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-16","5.59",,,"0.47",,"0.0","0.0","61","66","52",,"  340","  290","14.1","21.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-17","8.28",,,"0.00",,"0.0","0.0","55","66","45",,"  280","  330","17.0","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-18","2.46",,,"0.00",,"0.0","0.0","54","68","40",,"   40","   30","10.1","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-19","3.13",,,"0.03",,"0.0","0.0","52","67","39",,"   70","   50","13.0","18.1","    1",,,,,,"    1",,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2019-10-20","8.05",,,"1.57",,"0.0","0.0","60","65","56",,"  100","  100","21.0","29.1","    1",,,,,,,,,,,,,
